o2,p_coumaric_acid,d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,d_xylose,d_galactose,l_arabinose,sodium_chloride,potassium_chloride,urea,ammonium_chloride,pH,type,direction,frontier_type,growth_pred,var,is_redo,round
1.0,1.4116099127568305,0.9201078191399574,3.043501641601324,1.9692852664738894,4.477783799171448,0.1541006425395608,2.5330774672329426,0.8192636296153069,0.4679111987352371,71.33633107878268,31.727877212688327,0.4670152491889894,0.8159066373482347,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.0203201393596828,3.9092425517737865,1.2586906403303146,0.5975560303777456,8.531406059861183,1.7987901531159878,0.6419030800461769,2.296231996268034,2.850583229213953,61.89226754941046,92.33153378590941,0.05053955456241965,0.22193269431591034,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.9737697788514197,1.6112486124038696,2.5786028876900673,0.12287401407957077,9.607329357415438,0.767688206396997,1.7658264562487602,3.836178869009018,3.9120902828872204,15.882437932305038,116.66925658937544,0.27485139202326536,0.588268218562007,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.4972323100082576,2.621871653944254,0.8633452095091343,1.498761247843504,1.7553651072084904,2.4356817919760942,3.906878624111414,1.2983598299324512,1.277472160756588,99.79140374343842,9.312761132605374,0.23881242331117392,0.49449800606817007,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,2.4531508423388004,3.3574544340372086,0.0448760986328125,1.1669221054762602,4.928159650415182,1.2321880972012877,1.2724338993430138,3.3760745711624622,2.0426607877016068,0.15434995293617249,25.961742037907243,0.32132728584110737,0.12129267677664757,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.03679125104099512,0.3468334265053272,2.2593746595084667,0.2905437294393778,6.030054431408644,1.9711497146636248,3.412509623914957,1.977187305688858,0.6430209018290043,115.49660004675388,98.04097656160593,0.16108560375869274,0.9648874001577497,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.578457597643137,2.1736569330096245,1.5791128762066364,0.8043951727449894,11.733429126441479,0.6197658041492105,2.038159031420946,0.4060515873134136,1.5795351080596447,87.30861882213503,75.74784092139453,0.38892220379784703,0.34880008827894926,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.8724124589934945,1.1845239959657192,3.8646829947829247,1.6766155511140823,0.9298749044537544,1.3331357203423977,0.14796132594347,2.9906674548983574,3.2272145971655846,45.94287055078894,50.177486264146864,0.09738167421892285,0.692461209371686,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,2.167960270307958,2.420467983931303,2.120175365358591,0.7446665223687887,2.5053590275347233,0.941571204457432,1.1860465854406357,3.1377590745687485,1.149196207523346,32.14380284771323,45.28230684809387,0.1558513012714684,0.2916968259960413,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.3616455662995577,1.4098507836461067,0.34315017610788345,1.8690193761140108,10.357344020158052,2.105681139510125,3.0137442760169506,1.72330779209733,3.532339859753847,84.49754072353244,78.79283605143428,0.36175109492614865,0.6353064505383372,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.3225731393322349,3.1106748320162296,3.507788524031639,1.3514066152274609,7.781411424279213,0.32414955319836736,2.3900499306619167,0.1442984715104103,2.7207947932183743,118.79477475304157,118.51162684615701,0.08678009547293186,0.05046628136187792,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.246104734018445,0.12153807282447815,1.7847450636327267,0.2233840450644493,3.727764129638672,1.4723565219901502,0.31247416138648987,2.74460032209754,0.08961225301027298,15.417538699693978,7.4861227767542005,0.4269007947295904,0.8941125012934208,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.7798099643550813,1.8581204302608967,1.1195714697241783,0.42276068963110447,0.1798788383603096,0.1709003490395844,2.884418871253729,0.5731355808675289,3.3557652831077576,103.32626826129854,20.227654138579965,0.00843906681984663,0.5214679380878806,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.7687072758562863,2.847258970141411,3.3419092185795307,1.050299746915698,10.983410887420177,1.6255806921981275,0.8058666586875916,2.03454003483057,1.9585835225880146,30.893677612766623,103.7898575887084,0.473990841768682,0.42750889621675014,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,2.3126637167297304,0.673265602439642,0.5063706450164318,1.5446427315473557,6.780046921223402,0.7896362827159464,1.6799882799386978,3.5822382010519505,0.7720465622842312,47.36810957547277,66.11607118975371,0.2030634037218988,0.7625896409153938,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.19678148673847318,3.68388482183218,2.7841015458106995,0.9207733906805515,5.6781757436692715,2.257624405901879,3.5086626522243023,1.060105249285698,2.421173222362995,69.26560250576586,59.82404912356287,0.2832880108617246,0.1688045272603631,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,2.194406255148351,1.2731835283339024,1.6901285983622074,1.3885505069047213,10.647711675614119,1.7904060008004308,1.58229386433959,1.5676442496478558,0.5239002145826817,65.41941477917135,29.659522115252912,0.12308767484501004,0.09238376095890999,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.2369162905961275,2.2759920358657837,3.97545076161623,0.014197414740920067,0.4981858693063259,0.006255023181438446,3.723468095064163,3.0439413115382195,2.1578449457883835,51.33637017570436,94.4156238110736,0.3944822666235268,0.9986822279170156,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.8178072711452842,0.1957053355872631,0.18582113087177277,0.5163529142737389,5.265526480972767,2.4028660310432315,2.849300727248192,2.5894423313438892,3.096342794597149,27.04749850090593,71.63405953906476,0.18091261945664883,0.31984766107052565,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.6525873113423586,3.1926507726311684,2.40055238828063,1.8943757228553295,7.210460297763348,0.6442313548177481,0.9582484178245068,0.04899880290031433,1.7143439166247845,107.29451512452215,54.36369450762868,0.33273581601679325,0.7262933496385813,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.3578192121349275,2.9604696594178677,2.691217951476574,1.6948313545435667,10.008232310414314,1.9407986057922244,2.3470580726861954,2.1276252567768097,2.9813922084867954,11.571362148970366,35.85770900826901,0.2277585556730628,0.8455237606540322,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.1327360873110592,1.9635224267840385,0.9762082286179066,0.817292058840394,2.8132748007774353,1.1063118930906057,0.45698244497179985,0.7295314259827137,0.3331652134656906,122.76302417740226,88.15979270730168,0.2546389577910304,0.1893908903002739,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,2.046961111482233,3.508174140006304,3.186738323420286,0.3387417830526829,3.3252314664423466,1.3271721126511693,1.0806005261838436,1.1527194902300835,1.396655909717083,80.65135043580085,112.98564937897027,0.04535704245790839,0.6179772522300482,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.4045221512205899,0.5053635984659195,1.4016946256160736,1.212611362338066,8.224779535084963,0.4694591090083122,3.2207983136177063,3.7400818578898907,3.7968430630862713,36.11206088680774,12.954458594322205,0.4409619770012796,0.4618542781099677,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.6970178135670722,3.7724722921848297,0.64571338519454,0.14833692274987698,6.46041988581419,2.118967438582331,2.198338143527508,2.389378372579813,1.8433674164116383,42.096683755517006,16.098636551760137,0.31215272983536124,0.5540401404723525,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.8319795946590602,0.7755212523043156,2.923188701272011,1.2700663972645998,4.5155525878071785,1.0845527495257556,0.12064031139016151,0.9755985587835312,3.47485688328743,91.2768729031086,107.96077002305537,0.205434528645128,0.3978618513792753,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,2.4154658266343176,2.69614190608263,1.2282832339406013,1.7604803554713726,1.2482255659997463,1.500270136166364,1.4950672276318073,1.3910349868237972,2.2863973155617714,111.65042000357062,69.79861459694803,0.4931008433923125,0.7952029705047607,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.15260361833497882,1.693335186690092,3.450861308723688,0.6345928832888603,11.397680561989546,0.452470479067415,3.3226428404450417,3.9939613714814186,0.9029464982450008,4.122603335417807,56.183400098234415,0.02059542667120695,0.13912541512399912,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.938216183334589,0.4601852521300316,3.644814759492874,0.9663250986486673,8.974817801266909,1.651067801285535,1.9963331408798695,1.8215849176049232,3.6670567579567432,95.94522067345679,41.583478334359825,0.41464157216250896,0.25793239660561085,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.6109133223071694,3.462989952415228,1.9220268838107586,1.5927037131041288,4.075201783329248,0.3016787744127214,3.8248854354023933,3.2821958921849728,1.018355280160904,19.850688287988305,82.41925260517746,0.06780371256172657,0.6641854448243976,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.5323110856115818,1.0086721628904343,2.227282125502825,1.0633341819047928,2.063232958316803,2.2684520133771002,2.70100786536932,2.835570380091667,0.20488760620355606,58.0460837809369,122.62623687274754,0.35923896031454206,0.016603742726147175,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.9777463832870126,2.0056214220821857,0.4500166103243828,0.44111356511712074,9.2582598477602,0.9350407565943897,0.6223335899412632,0.3106907643377781,2.6016439460217953,75.30458818655461,3.299100324511528,0.12709731282666326,0.9230948500335217,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.9925248762592673,3.0132186971604824,1.486038725823164,1.6401662342250347,11.513127040117979,2.3504818091169,0.02300242707133293,3.0934215001761913,0.2557849921286106,113.78965259063989,101.8486067187041,0.371462001465261,0.2742814291268587,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.5175514984875917,0.0006483718752861023,3.2088379859924316,0.7626279518008232,1.3175296448171139,0.6960266642272472,2.163200244307518,1.5528091415762901,2.933806762099266,2.8440608875826,22.195545490831137,0.14218548219650984,0.6805512858554721,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.4706958970054984,2.4553933925926685,0.8879502639174461,0.26840690337121487,4.825102485716343,1.7375045781955123,3.2874992191791534,0.0639483816921711,3.87421565502882,44.71728438511491,61.82242592331022,0.4327814965508878,0.0017195837572216988,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.0784525144845247,1.468209758400917,2.6652196533977985,1.142275469377637,6.72236218303442,0.05974535830318928,1.3974236212670803,2.5398018956184387,1.4442489854991436,89.50265916064382,64.20536816585809,0.08478749310597777,0.9081938825547695,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.637867910321802,0.7008705772459507,2.4851515740156174,1.4432613402605057,9.15124462544918,1.2632295256480575,3.78189879655838,0.6487935781478882,2.2357476986944675,60.1857336005196,80.70353441871703,0.47981147514656186,0.5386508917436004,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.930182368028909,3.688055992126465,0.20766475424170494,0.06890735402703285,2.0038253366947174,0.5340335238724947,1.8908465169370174,2.2362332828342915,0.5710317939519882,74.02658218052238,43.283925391733646,0.0065084961242973804,0.38248941116034985,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,2.4721539742313325,1.7679846696555614,3.886952940374613,0.5866420809179544,3.763829592615366,1.8750414857640862,0.5168526880443096,3.63140519708395,1.6364487931132317,98.56528486125171,5.5182286305353045,0.2930609192699194,0.8110805302858353,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.056824267376214266,2.7805570140480995,1.6643711104989052,1.9646657835692167,8.709588009864092,1.1714371852576733,2.658026948571205,1.2336022667586803,3.049203585833311,18.076057313010097,120.45287492219359,0.18933754600584507,0.15498616639524698,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,1.2644813605584204,1.5129037722945213,0.4122956283390522,0.8960044607520103,7.472388289868832,1.5538559691049159,3.633605994284153,0.894853089004755,1.0645083375275135,28.69958325754851,100.00696289353073,0.06035920791327953,0.8604228207841516,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.1869829217903316,2.5000853799283504,2.1273091062903404,1.522384088486433,5.575062073767185,0.3995116683654487,1.5549317486584187,2.497978761792183,3.745930403470993,104.5519047183916,24.02240363880992,0.4533361066132784,0.20427695661783218,9.0,n/a,2,FRONTIER,1,0,False,1
0.0,2.147605384234339,0.955982968211174,1.9636464715003967,1.0086548198014498,0.5674985311925411,2.170667250175029,0.9308920241892338,3.8852770887315273,2.5554832592606544,66.5758263785392,48.26869291719049,0.24464928405359387,0.6016133185476065,7.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.3429309348575771,3.9685591347515583,3.748701673001051,0.38643318973481655,10.7631667368114,1.032225915696472,2.75944434851408,1.4719101265072823,0.1260215900838375,49.07512594945729,77.74431549478322,0.2729370188899338,0.44550333824008703,5.0,n/a,2,FRONTIER,1,0,False,1
1.0,2.2926711477339268,2.200250893831253,3.413388766348362,0.2186422385275364,7.959558326750994,2.333672542590648,0.43746906891465187,3.331668443977833,3.428242225199938,82.30397163424641,90.33506200648844,0.16698441049084067,0.07652110233902931,5.0,n/a,2,FRONTIER,1,0,False,1
0.0,0.17774267587810755,1.1876767612993717,1.128062728792429,1.3403708189725876,3.013867858797312,0.8692265837453306,2.2650447115302086,1.806742187589407,1.7650087773799896,33.369867713190615,33.63667335361242,0.3193528181873262,0.9828065754845738,7.0,n/a,2,FRONTIER,1,0,False,1
0.0,1.72200420871377,3.2683907225728035,2.9645751379430294,1.8151750396937132,2.7538528740406036,1.7155469791032374,3.138779230415821,0.325632706284523,0.9495687857270241,12.727356515824795,11.25210418831557,0.10714120324701071,0.33522200863808393,9.0,n/a,2,FRONTIER,1,0,False,1
1.0,0.7093375781551003,0.28121091052889824,0.74983249604702,0.6892884615808725,9.901202782988548,0.2377932402305305,1.0610814280807972,2.785922322422266,2.364748325198889,120.50124350935221,114.70327491406351,0.3753050370141864,0.7416806910187006,7.0,n/a,2,FRONTIER,1,0,False,1
